Event_id,Category,Location,Qualifications,Age
E1168,Environmental,Maluku,Wildlife rehabilitation,>17
E1169,Environmental,Bali,Environmental education,>18
E1170,Environmental,Bogor,Camping,All
E1171,Environmental,Jawa Barat,"Environmental education, Camping",>18
E1172,Environmental,Bali,"Wildlife rehabilitation, Conservation",>17
E1173,Environmental,Ngawi,Environmental activism,18-24
E1174,Environmental,Bogor,Wildlife rehabilitation,18-24
E1175,Environmental,Bali,"Wildlife rehabilitation, Gardening",>17
E1176,Environmental,Jawa Barat,"Environmental conservation, Environmental activism, Wildlife rehabilitation",All
E1177,Environmental,Ngawi,Gardening,18-24
E1178,Environmental,Yogyakarta,"Wildlife conservation, Conservation, Wildlife rehabilitation",15-35
E1179,Environmental,Ngawi,"Conservation, Urban farming",18-24
E1180,Environmental,Jabodetabek,Camping,>17
E1181,Environmental,Yogyakarta,"Wildlife conservation, Conservation, Wildlife rehabilitation",15-35
E1182,Environmental,Jawa Barat,"Wildlife rehabilitation, Gardening",>18
E1183,Environmental,Maluku,"Camping, Urban farming",18-24
E1184,Environmental,Bogor,"Environmental education, Camping",>18
E1185,Environmental,Bogor,"Environmental activism, Environmental conservation",>18
E1186,Environmental,Maluku,"Wildlife rehabilitation, Camping",>18
E1187,Environmental,Ngawi,"Conservation, Urban farming",18-24
E1188,Environmental,Ngawi,"Gardening, Environmental conservation",15-35
E1189,Environmental,Yogyakarta,"Wildlife conservation, Conservation, Wildlife rehabilitation",15-35
E1190,Environmental,Ngawi,"Environmental conservation, Environmental advocacy",>17
E1191,Environmental,Bali,Wildlife rehabilitation,18-24
E1192,Environmental,Jawa Barat,"Environmental conservation, Conservation, Camping",All
E1193,Environmental,Jabodetabek,Wildlife rehabilitation,16-38
E1194,Environmental,Jawa Barat,"Environmental conservation, Environmental activism, Environmental advocacy",All
E1195,Healthcare,Solo,"Health education, Unnamed: 4, Crisis intervention",>18
E1196,Healthcare,Bali,"Healthcare, Geriatric care, Lab technician",16-38
E1197,Healthcare,Bali,"First aid, Geriatric care, Research",16-38
E1198,Healthcare,Bali,"Healthcare, Medical research, Research",18-24
E1199,Healthcare,Indonesia,"Occupational therapy, Special needs support, Childcare",18-24
E1200,Healthcare,Yogyakarta,"Nutrition, Rehabilitation",15-35
E1201,Healthcare,Bali,"Healthcare, Geriatric care, Elderly care",16-38
E1202,Healthcare,Jakarta,"First aid, Mental health counseling, Mental health support",>17
E1203,Healthcare,Bali,"Medical coding, Mental health counseling, Rehabilitation",16-38
E1204,Healthcare,Bandung,"Nursing, Medical research",18-24
E1205,Healthcare,Jakarta,"Medical assistance, Medical research, Mental health support",>20
E1206,Healthcare,Jakarta,"Medical assistance, Lab assistance, Childcare",>20
E1207,Healthcare,Yogyakarta,"Diet planning, Clinical research, Childcare",17-30
E1208,Healthcare,Bandung,"Counseling, Mental health counseling, Mental health support",>17
E1209,Healthcare,Jakarta,"First aid, Clinical research, Lab technician",18-24
E1210,Healthcare,Bali,"Medical coding, Geriatric care, First aid",16-38
E1211,Healthcare,Jakarta,"Nutrition, Special needs support, Lab technician",>20
E1212,Healthcare,"Maluku, Banda Neira","Counseling, Physical therapy, Mental health support",16-38
E1213,Healthcare,Yogyakarta,"Medical coding, Geriatric care, Childcare",16-38
E1214,Healthcare,Yogyakarta,"Occupational therapy, Clinical research, First aid",15-35
E1215,Healthcare,Bali,"Medical assistance, Clinical research, Elderly care",16-38
E1216,Healthcare,Yogyakarta,"Diet planning, Medical research, Elderly care",18-24
E1217,Healthcare,Jakarta,"Medical assistance, Lab assistance, Childcare",>20
E1218,Healthcare,"Maluku, Banda Neira","First aid, Medical research, First aid",17-30
E1219,Healthcare,Yogyakarta,Occupational therapy,>20
E1220,Healthcare,Yogyakarta,"First aid, Medical research, Research",18-24
E1221,Healthcare,Tangerang,"Nutrition, Elderly care",21-27
E1222,Healthcare,Jakarta,"Medical assistance, Physical therapy, Childcare",>17
E1223,Healthcare,Jakarta,"Nutrition, Medical research, Childcare",21-27
E1224,Healthcare,Jawa Barat,"Medical coding, Special needs support, Lab technician",All
E1225,Healthcare,Yogyakarta,"Medical coding, First aid",>17
E1226,Healthcare,"Maluku, Banda Neira","Diet planning, Mental health counseling",All
E1227,Healthcare,Bandung,"Medical assistance, Lab assistance, Lab technician",18-24
E1228,Healthcare,Yogyakarta,"First aid, Medical research, First aid",18-24
E1229,Healthcare,Jakarta,"Occupational therapy, Lab assistance, Lab technician",>20
E1230,Healthcare,Bali,"Medical assistance, Special needs support, Lab technician",>20
E1231,Healthcare,Bandung,"Counseling, Mental health counseling, Mental health support",16-38
E1232,Healthcare,"Maluku, Banda Neira","Healthcare, Medical research, Elderly care",15-35
E1233,Healthcare,"Maluku, Banda Neira","Healthcare, Physical therapy, Childcare",17-30
E1234,Healthcare,Jawa Barat,"Nursing, Special needs support",All
E1235,Healthcare,Bali,"Healthcare, Physical therapy, Elderly care",All
E1236,Healthcare,Yogyakarta,"Medical coding, Lab assistance",18-24
E1237,Healthcare,Bali,"Healthcare, Geriatric care, Elderly care",16-38
E1238,Healthcare,Tangerang,"Counseling, Geriatric care",16-38
E1239,Healthcare,Bandung,"Occupational therapy, Lab assistance, Lab technician",15-35
E1240,Healthcare,Bali,"Healthcare, Mental health counseling",16-38
E1241,Healthcare,Jakarta,"Occupational therapy, Medical research, Lab technician",>20
E1242,Healthcare,Yogyakarta,"Occupational therapy, Special needs support, Lab technician",18-24
E1243,Healthcare,Yogyakarta,"Medical assistance, Geriatric care, First aid",17-30
E1244,Healthcare,Bandung,"Nutrition, Medical research, Mental health support",>17
E1245,Healthcare,Yogyakarta,"Nutrition, Childcare",15-35
E1246,Healthcare,Yogyakarta,"First aid, Lab assistance, Research",18-24
E1247,Healthcare,Tangerang,"Healthcare, Special needs support, Research",16-38
E1248,Healthcare,"Maluku, Banda Neira","Counseling, Lab assistance, Lab technician",17-30
E1249,Healthcare,Indonesia,"Occupational therapy, Physical therapy, Childcare",17-30
E1250,Healthcare,Yogyakarta,"Occupational therapy, Physical therapy",All
E1251,Healthcare,Yogyakarta,"Nutrition, Lab assistance, First aid",18-24
E1252,Healthcare,Jakarta,"Medical assistance, Lab assistance, Lab technician",18-24
E1253,Healthcare,Bali,"Counseling, Geriatric care, Childcare",>17
E1254,Healthcare,Yogyakarta,Nursing,15-35
E1255,Healthcare,Indonesia,"Counseling, Mental health counseling, Elderly care",>17
E1256,Healthcare,"Maluku, Banda Neira","Diet planning, Physical therapy, Mental health support",18-24
E1257,Healthcare,"Maluku, Banda Neira","First aid, Medical research, Lab technician",>20
E1258,Healthcare,Bali,"Healthcare, Geriatric care, Elderly care",>17
E1259,Healthcare,Jawa Barat,"Medical coding, Special needs support",16-38
E1260,Healthcare,Yogyakarta,"Counseling, Medical research, Research",>17
E1261,Healthcare,Indonesia,"Medical assistance, Physical therapy, Lab technician",17-30
E1262,Healthcare,Indonesia,"Nutrition, Lab technician",>20
E1263,Healthcare,Jawa Barat,"Nursing, Special needs support, Lab technician",All
E1264,Healthcare,Bali,"Healthcare, Geriatric care",>20
E1265,Healthcare,Bali,"Healthcare, Geriatric care, Elderly care",16-38
E1266,Healthcare,Yogyakarta,"Diet planning, Mental health counseling, Mental health support",17-30
E1267,Healthcare,Indonesia,"Occupational therapy, Physical therapy, Childcare",>17
E1268,Healthcare,Jawa Barat,Nursing,All
E1269,Healthcare,Bali,"Occupational therapy, First aid",15-35
E1270,Healthcare,"Maluku, Banda Neira","Nutrition, Medical research, First aid",18-24
E1271,Healthcare,Jawa Barat,"Nutrition, Mental health counseling",All
E1272,Healthcare,Yogyakarta,"Medical coding, Mental health counseling, Mental health support",>17
E1273,Healthcare,Bali,"Diet planning, Clinical research, First aid",21-27
E1274,Healthcare,Yogyakarta,"Diet planning, First aid",18-24
E1275,Healthcare,Tangerang,"Occupational therapy, Mental health counseling",16-38
E1276,Healthcare,Jawa Barat,"Counseling, Special needs support, Rehabilitation",15-35
E1277,Healthcare,Yogyakarta,"Diet planning, Clinical research, First aid",All
E1278,Healthcare,Jawa Barat,"Nursing, Special needs support",All
E1279,Healthcare,Bali,"Healthcare, Geriatric care, Lab technician",16-38
E1280,Healthcare,Tangerang,"Occupational therapy, Lab assistance, Rehabilitation",>20
E1281,Healthcare,"Maluku, Banda Neira","First aid, Research",18-24
E1282,Healthcare,Yogyakarta,"First aid, Medical research, Elderly care",18-24
E1283,Healthcare,Bandung,"Occupational therapy, Clinical research, Mental health support",15-35
E1284,Healthcare,Yogyakarta,"Nutrition, Special needs support",All
E1285,Healthcare,Bandung,"Occupational therapy, Physical therapy",15-35
E1286,Healthcare,"Maluku, Banda Neira","First aid, Medical research, Research",18-24
E1287,Healthcare,Jawa Barat,"Occupational therapy, Special needs support, First aid",18-24
E1288,Healthcare,Yogyakarta,"First aid, Medical research, First aid",18-24
E1289,Healthcare,Jakarta,"Medical assistance, Medical research, Lab technician",18-24
E1290,Healthcare,Jawa Barat,"Nutrition, Mental health counseling",17-30
E1291,Healthcare,Indonesia,"Medical coding, Geriatric care, First aid",>17
E1292,Healthcare,Tangerang,Diet planning,16-38
E1293,Healthcare,Jawa Barat,"Medical coding, Mental health counseling, Rehabilitation",All
E1294,Healthcare,Bandung,"Counseling, Lab assistance, Lab technician",>20
E1295,Healthcare,"Maluku, Banda Neira","Diet planning, Mental health counseling, Research",All
E1296,Healthcare,Tangerang,"Healthcare, Special needs support, Research",17-30
E1297,Healthcare,Indonesia,"Counseling, Special needs support",>17
E1298,Healthcare,Yogyakarta,"Diet planning, Clinical research, Research",15-35
E1299,Healthcare,Jakarta,"Nutrition, Physical therapy, First aid",18-24
E1300,Healthcare,Yogyakarta,"Nursing, Medical research",18-24
E1301,Healthcare,"Maluku, Banda Neira","First aid, Geriatric care, Research",18-24
E1302,Healthcare,Bandung,"Medical assistance, Physical therapy, Lab technician",15-35
E1303,Healthcare,Tangerang,"Nursing, Special needs support, Childcare",21-27
E1304,Healthcare,Jawa Barat,"Medical coding, Elderly care",21-27
E1305,Healthcare,"Maluku, Banda Neira","Nutrition, Clinical research, First aid",17-30
E1306,Healthcare,Yogyakarta,First aid,All
E1307,Healthcare,"Maluku, Banda Neira","Occupational therapy, Geriatric care, First aid",15-35
E1308,Healthcare,"Maluku, Banda Neira","Occupational therapy, Lab assistance, Mental health support",>20
E1309,Healthcare,Jakarta,"Medical coding, Medical research, Research",18-24
E1310,Healthcare,"Maluku, Banda Neira","Diet planning, Clinical research, Research",18-24
E1311,Healthcare,Yogyakarta,"Medical assistance, Physical therapy",18-24
E1312,Healthcare,Jawa Barat,"Occupational therapy, Physical therapy, Childcare",17-30
E1313,Healthcare,Indonesia,"Healthcare, Physical therapy, Childcare",>17
E1314,Healthcare,Indonesia,"Occupational therapy, Medical research, Mental health support",17-30
E1315,Healthcare,Jawa Barat,"Medical coding, Geriatric care, Rehabilitation",>17
E1316,Healthcare,Jakarta,"Medical assistance, Geriatric care, Lab technician",>17
E1317,Healthcare,Bandung,"Counseling, Physical therapy, Elderly care",>17
E1318,Healthcare,"Maluku, Banda Neira","First aid, Medical research, Research",18-24
E1319,Healthcare,Tangerang,"Medical assistance, Research",18-24
E1320,Healthcare,"Maluku, Banda Neira","First aid, Mental health counseling, Research",18-24
E1321,Healthcare,Yogyakarta,Diet planning,21-27
E1322,Healthcare,Jawa Barat,"Counseling, Special needs support",>17
E1323,Healthcare,"Maluku, Banda Neira","Nursing, Special needs support, Research",18-24
E1324,Healthcare,Jakarta,"First aid, Medical research, Research",15-35
E1325,Healthcare,Jawa Barat,"Nursing, Lab assistance, Research",18-24
E1326,Healthcare,Jakarta,"Nutrition, Medical research, Lab technician",>20
E1327,Healthcare,Yogyakarta,"Medical coding, Mental health counseling, First aid",18-24
E1328,Healthcare,Jakarta,"Occupational therapy, Physical therapy, Childcare",18-24
E1329,Healthcare,Bandung,"Nutrition, Geriatric care, Elderly care",18-24
E1330,Healthcare,"Maluku, Banda Neira","First aid, Clinical research, Research",18-24
E1331,Healthcare,Jawa Barat,"Counseling, Mental health counseling, Elderly care",16-38
E1332,Healthcare,Bali,"Medical assistance, Elderly care",17-30
E1333,Healthcare,Jawa Barat,"Nursing, Physical therapy",21-27
E1334,Healthcare,"Maluku, Banda Neira","Counseling, Mental health counseling, Childcare",>20
E1335,Healthcare,Jakarta,"Medical assistance, Lab assistance, Elderly care",21-27
E1336,Healthcare,Yogyakarta,"Counseling, Geriatric care, Elderly care",All
E1337,Healthcare,Yogyakarta,"Nursing, Clinical research, Research",18-24
E1338,Healthcare,Bali,"Healthcare, Geriatric care, Elderly care",16-38
E1339,Healthcare,Jakarta,"Medical assistance, Lab technician",18-24
E1340,Healthcare,Tangerang,"Counseling, Mental health counseling, First aid",18-24
E1341,Healthcare,Bandung,"Counseling, Mental health counseling, Elderly care",18-24
E1342,Healthcare,"Maluku, Banda Neira","First aid, Medical research, Lab technician",16-38
E1343,Healthcare,Yogyakarta,"Medical coding, First aid",15-35
E1344,Healthcare,Jawa Barat,"Nutrition, Special needs support",21-27
E1345,Healthcare,Bali,"Medical coding, Lab assistance, Elderly care",16-38
E1346,Healthcare,Tangerang,"Healthcare, Special needs support",21-27
E1347,Healthcare,Indonesia,"Occupational therapy, Physical therapy, Childcare",17-30
E1348,Healthcare,"Maluku, Banda Neira","Diet planning, Lab assistance",All
E1349,Healthcare,Jakarta,"Nursing, Lab assistance",>20
E1350,Healthcare,Yogyakarta,First aid,18-24
E1351,Healthcare,"Maluku, Banda Neira","First aid, Medical research, Lab technician",18-24
E1352,Healthcare,Jawa Barat,Medical coding,15-35
E1353,Healthcare,Indonesia,"Nursing, Lab assistance, First aid",All
E1354,Healthcare,Yogyakarta,"First aid, Medical research, Research",18-24
E1355,Healthcare,Yogyakarta,"Diet planning, Childcare",18-24
